META DATA:
66 (объем бочки)
33 (текущий объем воды в бочке)
2020-08-24T01:19:44.406Z - [username3] - wanna scoop 39| (фэйл)
2022-01-26T17:19:44.537Z - [username2] - wanna top up 29| (успех)
2022-01-26T18:19:44.537Z - [username2] - wanna top up 44| (фэйл)
2022-01-26T19:19:44.537Z - [username7] - wanna scoop 41| (успех)
2022-01-26T20:19:44.537Z - [username1] - wanna top up 43| (успех)
2022-01-26T21:19:44.537Z - [username3] - wanna top up 37| (фэйл)
2022-01-26T22:19:44.537Z - [username10] - wanna top up 29| (фэйл)
2022-01-26T23:19:44.537Z - [username4] - wanna scoop 21| (успех)
2022-01-27T00:19:44.537Z - [username7] - wanna scoop 18| (успех)
2022-01-27T01:19:44.537Z - [username4] - wanna scoop 45| (фэйл)
2022-01-27T02:19:44.537Z - [username7] - wanna scoop 25| (фэйл)
2022-01-27T03:19:44.537Z - [username10] - wanna scoop 13| (фэйл)
2022-01-27T04:19:44.537Z - [username3] - wanna scoop 10| (фэйл)
2022-01-27T05:19:44.537Z - [username9] - wanna scoop 34| (фэйл)
2022-01-27T06:19:44.537Z - [username4] - wanna top up 15| (успех)
2022-01-27T07:19:44.537Z - [username8] - wanna top up 17| (успех)
2022-01-27T08:19:44.537Z - [username4] - wanna top up 38| (фэйл)
2022-01-27T09:19:44.537Z - [username9] - wanna scoop 48| (фэйл)
2022-01-27T10:19:44.537Z - [username6] - wanna scoop 30| (успех)
2022-01-27T11:19:44.537Z - [username6] - wanna top up 37| (успех)
2022-01-27T12:19:44.537Z - [username8] - wanna top up 37| (фэйл)
2022-01-27T13:19:44.537Z - [username5] - wanna scoop 38| (успех)
2022-01-27T14:19:44.537Z - [username4] - wanna top up 36| (успех)
2022-01-27T15:19:44.537Z - [username2] - wanna top up 29| (фэйл)
2022-01-27T16:19:44.538Z - [username4] - wanna scoop 14| (успех)
2022-01-27T17:19:44.538Z - [username7] - wanna top up 45| (фэйл)
2022-01-27T18:19:44.538Z - [username10] - wanna top up 26| (успех)
2022-01-27T19:19:44.538Z - [username9] - wanna top up 40| (фэйл)
2022-01-27T20:19:44.538Z - [username9] - wanna top up 46| (фэйл)
2022-01-27T21:19:44.538Z - [username10] - wanna scoop 40| (успех)
2022-01-27T22:19:44.538Z - [username1] - wanna top up 17| (успех)
2022-01-27T23:19:44.538Z - [username2] - wanna top up 43| (фэйл)
2022-01-28T00:19:44.538Z - [username6] - wanna scoop 33| (фэйл)
2022-01-28T01:19:44.538Z - [username1] - wanna scoop 12| (успех)
2022-01-28T02:19:44.538Z - [username8] - wanna scoop 40| (фэйл)
2022-01-28T03:19:44.538Z - [username9] - wanna scoop 40| (фэйл)
2022-01-28T04:19:44.538Z - [username1] - wanna top up 33| (успех)
2022-01-28T05:19:44.538Z - [username5] - wanna scoop 12| (успех)
2022-01-28T06:19:44.538Z - [username8] - wanna top up 34| (фэйл)
2022-01-28T07:19:44.538Z - [username8] - wanna scoop 33| (успех)
2022-01-28T08:19:44.538Z - [username9] - wanna scoop 41| (фэйл)
2022-01-28T09:19:44.538Z - [username7] - wanna scoop 32| (фэйл)
2022-01-28T10:19:44.538Z - [username6] - wanna scoop 39| (фэйл)
2022-01-28T11:19:44.538Z - [username3] - wanna scoop 30| (фэйл)
2022-01-28T12:19:44.538Z - [username5] - wanna scoop 29| (фэйл)
2022-01-28T13:19:44.538Z - [username5] - wanna scoop 41| (фэйл)
2022-01-28T14:19:44.538Z - [username1] - wanna scoop 12| (фэйл)
2022-01-28T15:19:44.538Z - [username10] - wanna top up 42| (успех)
2022-01-28T16:19:44.538Z - [username1] - wanna scoop 19| (успех)
2022-01-28T17:19:44.538Z - [username6] - wanna scoop 38| (фэйл)
2022-01-28T18:19:44.538Z - [username9] - wanna top up 46| (фэйл)
2022-01-28T19:19:44.538Z - [username6] - wanna top up 22| (успех)
2022-01-28T20:19:44.538Z - [username8] - wanna scoop 11| (успех)
2022-01-28T21:19:44.538Z - [username2] - wanna scoop 33| (успех)
2022-01-28T22:19:44.538Z - [username3] - wanna scoop 15| (фэйл)
2022-01-28T23:19:44.538Z - [username8] - wanna top up 26| (успех)
2022-01-29T00:19:44.538Z - [username6] - wanna scoop 28| (успех)
2022-01-29T01:19:44.538Z - [username10] - wanna top up 20| (успех)
2022-01-29T02:19:44.538Z - [username4] - wanna scoop 19| (успех)
2022-01-29T03:19:44.538Z - [username6] - wanna scoop 32| (фэйл)
2022-01-29T04:19:44.538Z - [username5] - wanna top up 35| (успех)
2022-01-29T05:19:44.538Z - [username2] - wanna top up 22| (успех)
2022-01-29T06:19:44.538Z - [username7] - wanna top up 45| (фэйл)
2022-01-29T07:19:44.538Z - [username10] - wanna scoop 12| (успех)
2022-01-29T08:19:44.538Z - [username9] - wanna scoop 16| (успех)
2022-01-29T09:19:44.538Z - [username3] - wanna scoop 44| (фэйл)
2022-01-29T10:19:44.538Z - [username3] - wanna scoop 43| (фэйл)
2022-01-29T11:19:44.538Z - [username7] - wanna top up 14| (успех)
2022-01-29T12:19:44.538Z - [username8] - wanna scoop 15| (успех)
2022-01-29T13:19:44.538Z - [username1] - wanna scoop 12| (успех)
2022-01-29T14:19:44.538Z - [username4] - wanna scoop 49| (фэйл)
2022-01-29T15:19:44.538Z - [username7] - wanna top up 40| (успех)
2022-01-29T16:19:44.538Z - [username10] - wanna top up 29| (фэйл)
2022-01-29T17:19:44.538Z - [username9] - wanna top up 19| (фэйл)
2022-01-29T18:19:44.538Z - [username1] - wanna scoop 23| (успех)
2022-01-29T19:19:44.538Z - [username8] - wanna top up 33| (фэйл)
2022-01-29T20:19:44.538Z - [username4] - wanna scoop 33| (успех)
2022-01-29T21:19:44.538Z - [username9] - wanna top up 18| (успех)
2022-01-29T22:19:44.538Z - [username8] - wanna top up 28| (успех)
2022-01-29T23:19:44.538Z - [username3] - wanna scoop 11| (успех)
2022-01-30T00:19:44.538Z - [username4] - wanna top up 39| (фэйл)
2022-01-30T01:19:44.538Z - [username1] - wanna top up 26| (фэйл)
2022-01-30T02:19:44.538Z - [username7] - wanna scoop 20| (успех)
2022-01-30T03:19:44.538Z - [username6] - wanna top up 42| (успех)
2022-01-30T04:19:44.538Z - [username2] - wanna scoop 26| (успех)
2022-01-30T05:19:44.538Z - [username7] - wanna scoop 48| (фэйл)
2022-01-30T06:19:44.538Z - [username8] - wanna top up 39| (фэйл)
2022-01-30T07:19:44.538Z - [username5] - wanna scoop 37| (успех)
2022-01-30T08:19:44.538Z - [username6] - wanna scoop 12| (фэйл)
2022-01-30T09:19:44.538Z - [username5] - wanna top up 22| (успех)
2022-01-30T10:19:44.538Z - [username4] - wanna top up 13| (успех)
2022-01-30T11:19:44.538Z - [username7] - wanna top up 41| (фэйл)
2022-01-30T12:19:44.538Z - [username2] - wanna top up 50| (фэйл)
2022-01-30T13:19:44.538Z - [username5] - wanna scoop 31| (успех)
2022-01-30T14:19:44.538Z - [username7] - wanna scoop 28| (фэйл)
2022-01-30T15:19:44.538Z - [username9] - wanna top up 34| (успех)
2022-01-30T16:19:44.538Z - [username3] - wanna top up 36| (фэйл)
2022-01-30T17:19:44.538Z - [username10] - wanna scoop 22| (успех)
2022-01-30T18:19:44.538Z - [username10] - wanna top up 46| (успех)
2022-01-30T19:19:44.538Z - [username4] - wanna scoop 27| (успех)
2022-01-30T20:19:44.538Z - [username2] - wanna top up 30| (успех)
2022-01-30T21:19:44.538Z - [username7] - wanna scoop 32| (успех)
2022-01-30T22:19:44.538Z - [username7] - wanna scoop 13| (успех)
2022-01-30T23:19:44.538Z - [username10] - wanna top up 24| (успех)
2022-01-31T00:19:44.538Z - [username5] - wanna top up 50| (фэйл)
2022-01-31T01:19:44.538Z - [username3] - wanna top up 47| (фэйл)
2022-01-31T02:19:44.538Z - [username6] - wanna top up 31| (фэйл)
2022-01-31T03:19:44.538Z - [username6] - wanna scoop 27| (успех)
2022-01-31T04:19:44.538Z - [username6] - wanna top up 12| (успех)
2022-01-31T05:19:44.538Z - [username9] - wanna top up 36| (успех)
2022-01-31T06:19:44.538Z - [username2] - wanna top up 43| (фэйл)
2022-01-31T07:19:44.538Z - [username10] - wanna top up 39| (фэйл)
2022-01-31T08:19:44.538Z - [username7] - wanna scoop 37| (успех)
2022-01-31T09:19:44.538Z - [username7] - wanna top up 26| (успех)
2022-01-31T10:19:44.538Z - [username10] - wanna scoop 23| (успех)
2022-01-31T11:19:44.538Z - [username9] - wanna scoop 38| (фэйл)
2022-01-31T12:19:44.538Z - [username8] - wanna scoop 12| (успех)
2022-01-31T13:19:44.538Z - [username9] - wanna top up 41| (успех)
2022-01-31T14:19:44.538Z - [username5] - wanna top up 34| (фэйл)
2022-01-31T15:19:44.538Z - [username7] - wanna scoop 16| (успех)
2022-01-31T16:19:44.538Z - [username1] - wanna scoop 29| (успех)
2022-01-31T17:19:44.539Z - [username3] - wanna scoop 32| (фэйл)
2022-01-31T18:19:44.539Z - [username10] - wanna top up 35| (успех)
2022-01-31T19:19:44.539Z - [username8] - wanna scoop 12| (успех)
2022-01-31T20:19:44.539Z - [username9] - wanna scoop 45| (фэйл)
2022-01-31T21:19:44.539Z - [username2] - wanna scoop 13| (успех)
2022-01-31T22:19:44.539Z - [username1] - wanna top up 10| (успех)
2022-01-31T23:19:44.539Z - [username9] - wanna scoop 45| (фэйл)
2022-02-01T00:19:44.539Z - [username3] - wanna top up 47| (фэйл)
2022-02-01T01:19:44.539Z - [username5] - wanna top up 19| (успех)
2022-02-01T02:19:44.539Z - [username9] - wanna scoop 15| (успех)
2022-02-01T03:19:44.539Z - [username8] - wanna scoop 24| (успех)
2022-02-01T04:19:44.539Z - [username8] - wanna top up 35| (успех)
2022-02-01T05:19:44.539Z - [username9] - wanna top up 50| (фэйл)
2022-02-01T06:19:44.539Z - [username2] - wanna scoop 27| (успех)
2022-02-01T07:19:44.539Z - [username2] - wanna scoop 28| (фэйл)
2022-02-01T08:19:44.539Z - [username5] - wanna top up 32| (успех)
2022-02-01T09:19:44.539Z - [username6] - wanna scoop 45| (успех)
2022-02-01T10:19:44.539Z - [username3] - wanna top up 18| (успех)
2022-02-01T11:19:44.539Z - [username7] - wanna scoop 42| (фэйл)
2022-02-01T12:19:44.539Z - [username7] - wanna top up 31| (успех)
2022-02-01T13:19:44.539Z - [username5] - wanna scoop 50| (успех)
2022-02-01T14:19:44.539Z - [username8] - wanna top up 47| (успех)
2022-02-01T15:19:44.539Z - [username7] - wanna scoop 33| (успех)
2022-02-01T16:19:44.539Z - [username9] - wanna top up 18| (успех)
2022-02-01T17:19:44.539Z - [username2] - wanna scoop 22| (успех)
2022-02-01T18:19:44.539Z - [username7] - wanna top up 41| (успех)
2022-02-01T19:19:44.539Z - [username3] - wanna top up 32| (фэйл)
2022-02-01T20:19:44.539Z - [username3] - wanna top up 45| (фэйл)
2022-02-01T21:19:44.539Z - [username9] - wanna top up 17| (фэйл)
2022-02-01T22:19:44.539Z - [username9] - wanna scoop 17| (успех)
2022-02-01T23:19:44.539Z - [username7] - wanna top up 19| (успех)
2022-02-02T00:19:44.539Z - [username9] - wanna scoop 28| (успех)
2022-02-02T01:19:44.539Z - [username9] - wanna scoop 10| (успех)
2022-02-02T02:19:44.539Z - [username5] - wanna scoop 28| (фэйл)
2022-02-02T03:19:44.539Z - [username6] - wanna top up 26| (успех)
2022-02-02T04:19:44.539Z - [username1] - wanna scoop 21| (успех)
2022-02-02T05:19:44.539Z - [username3] - wanna scoop 44| (фэйл)
2022-02-02T06:19:44.539Z - [username2] - wanna top up 24| (успех)
2022-02-02T07:19:44.539Z - [username10] - wanna scoop 22| (успех)
2022-02-02T08:19:44.539Z - [username1] - wanna top up 17| (успех)
2022-02-02T09:19:44.539Z - [username9] - wanna scoop 32| (успех)
2022-02-02T10:19:44.539Z - [username1] - wanna top up 19| (успех)
2022-02-02T11:19:44.539Z - [username3] - wanna top up 35| (фэйл)
2022-02-02T12:19:44.539Z - [username5] - wanna scoop 40| (фэйл)
2022-02-02T13:19:44.539Z - [username5] - wanna scoop 50| (фэйл)
2022-02-02T14:19:44.539Z - [username9] - wanna top up 10| (успех)
2022-02-02T15:19:44.539Z - [username7] - wanna scoop 10| (успех)
2022-02-02T16:19:44.539Z - [username8] - wanna scoop 11| (успех)
2022-02-02T17:19:44.539Z - [username5] - wanna scoop 21| (успех)
2022-02-02T18:19:44.539Z - [username9] - wanna scoop 19| (фэйл)
2022-02-02T19:19:44.539Z - [username4] - wanna top up 39| (успех)
2022-02-02T20:19:44.539Z - [username5] - wanna top up 18| (успех)
2022-02-02T21:19:44.539Z - [username5] - wanna top up 32| (фэйл)
2022-02-02T22:19:44.539Z - [username10] - wanna top up 18| (фэйл)
2022-02-02T23:19:44.539Z - [username9] - wanna top up 22| (фэйл)
2022-02-03T00:19:44.539Z - [username5] - wanna scoop 30| (успех)
2022-02-03T01:19:44.539Z - [username3] - wanna top up 43| (фэйл)
2022-02-03T02:19:44.539Z - [username2] - wanna scoop 24| (успех)
2022-02-03T03:19:44.539Z - [username7] - wanna scoop 17| (фэйл)
2022-02-03T04:19:44.539Z - [username9] - wanna scoop 38| (фэйл)
2022-02-03T05:19:44.539Z - [username5] - wanna top up 45| (успех)
2022-02-03T06:19:44.539Z - [username8] - wanna scoop 19| (успех)
2022-02-03T07:19:44.539Z - [username2] - wanna top up 44| (фэйл)
2022-02-03T08:19:44.539Z - [username6] - wanna top up 43| (фэйл)
2022-02-03T09:19:44.539Z - [username4] - wanna top up 22| (успех)
2022-02-03T10:19:44.539Z - [username5] - wanna scoop 36| (успех)
2022-02-03T11:19:44.539Z - [username7] - wanna scoop 12| (успех)
2022-02-03T12:19:44.539Z - [username1] - wanna top up 14| (успех)
2022-02-03T13:19:44.539Z - [username5] - wanna top up 36| (успех)
2022-02-03T14:19:44.539Z - [username8] - wanna scoop 37| (успех)
2022-02-03T15:19:44.539Z - [username6] - wanna top up 19| (успех)
2022-02-03T16:19:44.539Z - [username2] - wanna scoop 26| (успех)
2022-02-03T17:19:44.539Z - [username6] - wanna scoop 11| (успех)
2022-02-03T18:19:44.539Z - [username2] - wanna scoop 17| (фэйл)
2022-02-03T19:19:44.539Z - [username10] - wanna scoop 36| (фэйл)
2022-02-03T20:19:44.539Z - [username5] - wanna scoop 25| (фэйл)
2022-02-03T21:19:44.539Z - [username10] - wanna top up 31| (успех)
2022-02-03T22:19:44.539Z - [username9] - wanna scoop 17| (успех)
2022-02-03T23:19:44.539Z - [username6] - wanna top up 43| (успех)
2022-02-04T00:19:44.539Z - [username2] - wanna scoop 22| (успех)
2022-02-04T01:19:44.539Z - [username10] - wanna top up 44| (фэйл)
2022-02-04T02:19:44.539Z - [username2] - wanna top up 22| (успех)
2022-02-04T03:19:44.539Z - [username1] - wanna scoop 32| (успех)
2022-02-04T04:19:44.539Z - [username6] - wanna scoop 16| (успех)
2022-02-04T05:19:44.539Z - [username5] - wanna top up 16| (успех)
2022-02-04T06:19:44.539Z - [username3] - wanna top up 39| (успех)
2022-02-04T07:19:44.539Z - [username10] - wanna scoop 30| (успех)
2022-02-04T08:19:44.539Z - [username5] - wanna top up 35| (фэйл)
2022-02-04T09:19:44.539Z - [username9] - wanna scoop 17| (успех)
2022-02-04T10:19:44.539Z - [username1] - wanna scoop 41| (фэйл)
2022-02-04T11:19:44.539Z - [username10] - wanna top up 49| (фэйл)
2022-02-04T12:19:44.539Z - [username5] - wanna top up 25| (успех)
2022-02-04T13:19:44.539Z - [username5] - wanna scoop 10| (успех)
2022-02-04T14:19:44.539Z - [username9] - wanna top up 17| (успех)
2022-02-04T15:19:44.539Z - [username5] - wanna scoop 40| (успех)
2022-02-04T16:19:44.539Z - [username5] - wanna scoop 37| (фэйл)
2022-02-04T17:19:44.539Z - [username2] - wanna top up 29| (успех)
2022-02-04T18:19:44.539Z - [username3] - wanna scoop 30| (успех)
2022-02-04T19:19:44.540Z - [username3] - wanna top up 41| (успех)
2022-02-04T20:19:44.540Z - [username2] - wanna top up 49| (фэйл)
2022-02-04T21:19:44.540Z - [username8] - wanna top up 35| (фэйл)
2022-02-04T22:19:44.540Z - [username1] - wanna scoop 44| (успех)
2022-02-04T23:19:44.540Z - [username2] - wanna top up 21| (успех)
2022-02-05T00:19:44.540Z - [username3] - wanna scoop 27| (успех)
2022-02-05T01:19:44.540Z - [username9] - wanna scoop 24| (фэйл)
2022-02-05T02:19:44.540Z - [username8] - wanna scoop 42| (фэйл)
2022-02-05T03:19:44.540Z - [username9] - wanna scoop 22| (фэйл)
2022-02-05T04:19:44.540Z - [username9] - wanna top up 37| (успех)
2022-02-05T05:19:44.540Z - [username1] - wanna top up 12| (успех)
2022-02-05T06:19:44.540Z - [username6] - wanna top up 36| (фэйл)
2022-02-05T07:19:44.540Z - [username6] - wanna scoop 46| (успех)
2022-02-05T08:19:44.540Z - [username5] - wanna top up 14| (успех)
2022-02-05T09:19:44.540Z - [username1] - wanna scoop 16| (успех)
2022-02-05T10:19:44.540Z - [username7] - wanna top up 21| (успех)
2022-02-05T11:19:44.540Z - [username7] - wanna scoop 22| (успех)
2022-02-05T12:19:44.540Z - [username1] - wanna top up 27| (успех)
2022-02-05T13:19:44.540Z - [username8] - wanna scoop 20| (успех)
2022-02-05T14:19:44.540Z - [username3] - wanna scoop 34| (фэйл)
2022-02-05T15:19:44.540Z - [username2] - wanna top up 31| (успех)
2022-02-05T16:19:44.540Z - [username10] - wanna top up 26| (успех)
2022-02-05T17:19:44.540Z - [username9] - wanna top up 32| (фэйл)
2022-02-05T18:19:44.540Z - [username3] - wanna scoop 27| (успех)
2022-02-05T19:19:44.540Z - [username6] - wanna scoop 24| (успех)
2022-02-05T20:19:44.540Z - [username1] - wanna scoop 50| (фэйл)
2022-02-05T21:19:44.540Z - [username4] - wanna top up 17| (успех)
2022-02-05T22:19:44.540Z - [username9] - wanna scoop 49| (фэйл)
2022-02-05T23:19:44.540Z - [username9] - wanna top up 25| (успех)
2022-02-06T00:19:44.540Z - [username6] - wanna scoop 37| (успех)
2022-02-06T01:19:44.540Z - [username4] - wanna scoop 16| (успех)
2022-02-06T02:19:44.540Z - [username9] - wanna scoop 48| (фэйл)
2022-02-06T03:19:44.540Z - [username10] - wanna top up 35| (успех)
2022-02-06T04:19:44.540Z - [username2] - wanna top up 48| (фэйл)
2022-02-06T05:19:44.540Z - [username1] - wanna top up 25| (успех)
2022-02-06T06:19:44.540Z - [username2] - wanna top up 19| (фэйл)
2022-02-06T07:19:44.540Z - [username9] - wanna scoop 26| (успех)
2022-02-06T08:19:44.540Z - [username6] - wanna scoop 33| (успех)
2022-02-06T09:19:44.540Z - [username8] - wanna top up 50| (успех)
2022-02-06T10:19:44.540Z - [username3] - wanna top up 10| (успех)
2022-02-06T11:19:44.540Z - [username4] - wanna scoop 21| (успех)
2022-02-06T12:19:44.540Z - [username5] - wanna scoop 42| (успех)
2022-02-06T13:19:44.540Z - [username1] - wanna top up 31| (успех)
